#         t          x          y          z         vx         vy         vz
      0.000     -98.560    -120.020    -127.790     -28.240     173.930      91.530
      0.010     -98.839    -118.276    -126.870     -27.539     174.777      92.438
      0.020     -99.111    -116.524    -125.941     -26.822     175.627      93.357
      0.030     -99.375    -114.764    -125.003     -26.089     176.481      94.287
      0.040     -99.632    -112.995    -124.055     -25.339     177.339      95.229
      0.050     -99.882    -111.217    -123.098     -24.573     178.201      96.182
      0.060    -100.124    -109.431    -122.132     -23.789     179.065      97.146
      0.070    -100.358    -107.636    -121.155     -22.987     179.934      98.123
      0.080    -100.583    -105.832    -120.169     -22.166     180.805      99.112
      0.090    -100.801    -104.020    -119.173     -21.327     181.680     100.113
      0.100    -101.010    -102.198    -118.167     -20.468     182.557     101.127
      0.110    -101.210    -100.368    -117.150     -19.589     183.438     102.154
      0.120    -101.402     -98.530    -116.124     -18.690     184.321     103.194
      0.130    -101.584     -96.682    -115.086     -17.769     185.206     104.247
      0.140    -101.757     -94.826    -114.039     -16.826     186.094     105.314
      0.150    -101.920     -92.960    -112.980     -15.860     186.985     106.395
      0.160    -102.074     -91.086    -111.911     -14.872     187.877     107.489
      0.170    -102.218     -89.203    -110.830     -13.859     188.770     108.598
      0.180    -102.351     -87.310    -109.739     -12.822     189.665     109.721
      0.190    -102.474     -85.409    -108.636     -11.759     190.562     110.859
      0.200    -102.586     -83.499    -107.521     -10.670     191.459     112.013
      0.210    -102.687     -81.580    -106.395      -9.554     192.356     113.181
      0.220    -102.777     -79.652    -105.258      -8.410     193.254     114.365
      0.230    -102.855     -77.715    -104.108      -7.237     194.151     115.564
      0.240    -102.922     -75.769    -102.946      -6.035     195.048     116.780
      0.250    -102.976     -73.814    -101.772      -4.802     195.944     118.011
      0.260    -103.017     -71.850    -100.586      -3.538     196.838     119.259
      0.270    -103.046     -69.877     -99.387      -2.241     197.730     120.524
      0.280    -103.062     -67.896     -98.175      -0.911     198.619     121.805
      0.290    -103.064     -65.905     -96.951       0.454     199.505     123.104
      0.300    -103.053     -63.906     -95.713       1.855     200.387     124.420
      0.310    -103.027     -61.897     -94.462       3.292     201.264     125.753
      0.320    -102.987     -59.880     -93.198       4.767     202.136     127.104
      0.330    -102.932     -57.855     -91.920       6.282     203.002     128.473
      0.340    -102.861     -55.820     -90.629       7.837     203.861     129.860
      0.350    -102.775     -53.777     -89.323       9.433     204.712     131.265
      0.360    -102.672     -51.726     -88.003      11.072     205.554     132.688
      0.370    -102.553     -49.666     -86.669      12.756     206.386     134.130
      0.380    -102.417     -47.598     -85.321      14.485     207.206     135.589
      0.390    -102.263     -45.522     -83.957      16.262     208.014     137.068
      0.400    -102.091     -43.438     -82.579      18.086     208.809     138.564
      0.410    -101.901     -41.346     -81.186      19.961     209.588     140.079
      0.420    -101.692     -39.247     -79.777      21.888     210.351     141.612
      0.430    -101.463     -37.139     -78.354      23.867     211.095     143.164
      0.440    -101.214     -35.025     -76.914      25.902     211.819     144.733
      0.450    -100.945     -32.903     -75.459      27.992     212.522     146.320
      0.460    -100.654     -30.774     -73.988      30.140     213.200     147.924
      0.470    -100.342     -28.639     -72.500      32.348     213.853     149.545
      0.480    -100.007     -26.497     -70.997      34.617     214.477     151.182
      0.490     -99.649     -24.350     -69.477      36.948     215.071     152.836
      0.500     -99.267     -22.196     -67.940      39.344     215.632     154.504
      0.510     -98.862     -20.037     -66.386      41.806     216.156     156.187
      0.520     -98.431     -17.873     -64.816      44.335     216.642     157.884
      0.530     -97.975     -15.705     -63.229      46.933     217.087     159.593
      0.540     -97.492     -13.532     -61.624      49.602     217.486     161.313
      0.550     -96.982     -11.355     -60.002      52.343     217.836     163.044
      0.560     -96.445      -9.175     -58.363      55.157     218.135     164.783
      0.570     -95.879      -6.993     -56.707      58.045     218.378     166.528
      0.580     -95.283      -4.808     -55.033      61.008     218.561     168.279
      0.590     -94.658      -2.622     -53.341      64.048     218.680     170.033
      0.600     -94.002      -0.435     -51.632      67.165     218.730     171.787
      0.610     -93.314       1.752     -49.905      70.359     218.708     173.539
      0.620     -92.595       3.939     -48.161      73.631     218.608     175.287
      0.630     -91.841       6.124     -46.400      76.981     218.425     177.027
      0.640     -91.055       8.307     -44.621      80.408     218.154     178.756
      0.650     -90.233      10.487     -42.825      83.912     217.791     180.471
      0.660     -89.376      12.662     -41.011      87.491     217.330     182.167
      0.670     -88.483      14.833     -39.181      91.144     216.765     183.840
      0.680     -87.553      16.997     -37.335      94.868     216.092     185.487
      0.690     -86.585      19.154     -35.472      98.662     215.304     187.101
      0.700     -85.579      21.303     -33.593     102.522     214.397     188.679
      0.710     -84.534      23.441     -31.698     106.444     213.366     190.215
      0.720     -83.450      25.569     -29.789     110.423     212.205     191.704
      0.730     -82.326      27.685     -27.865     114.455     210.909     193.139
      0.740     -81.161      29.787     -25.926     118.534     209.475     194.516
      0.750     -79.955      31.874     -23.975     122.653     207.899     195.827
      0.760     -78.707      33.944     -22.010     126.805     206.177     197.067
      0.770     -77.418      35.996     -20.034     130.982     204.306     198.229
      0.780     -76.088      38.029     -18.046     135.175     202.283     199.308
      0.790     -74.715      40.041     -16.048     139.375     200.109     200.298
      0.800     -73.300      42.031     -14.040     143.573     197.782     201.192
      0.810     -71.844      43.996     -12.025     147.757     195.302     201.985
      0.820     -70.345      45.936     -10.001     151.916     192.671     202.672
      0.830     -68.805      47.849      -7.972     156.040     189.891     203.248
      0.840     -67.225      49.733      -5.937     160.118     186.967     203.709
      0.850     -65.603      51.588      -3.898     164.137     183.901     204.051
      0.860     -63.942      53.411      -1.856     168.086     180.700     204.270
      0.870     -62.242      55.201       0.187     171.953     177.371     204.351
      0.880     -60.504      56.957       2.230     175.726     173.924     204.241
      0.890     -58.728      58.679       4.271     179.392     170.368     203.997
      0.900     -56.916      60.364       6.309     182.942     166.714     203.627
      0.910     -55.070      62.013       8.343     186.366     162.972     203.133
      0.920     -53.190      63.623      10.371     189.658     159.153     202.519
      0.930     -51.277      65.195      12.393     192.809     155.266     201.788
      0.940     -49.334      66.728      14.406     195.816     151.323     200.943
      0.950     -47.362      68.222      16.411     198.673     147.336     199.990
      0.960     -45.362      69.675      18.405     201.377     143.316     198.932
      0.970     -43.335      71.088      20.389     203.925     139.272     197.777
      0.980     -41.284      72.460      22.361     206.316     135.215     196.528
      0.990     -39.210      73.792      24.319     208.550     131.157     195.193
      1.000     -37.114      75.083      26.264     210.627     127.105     193.779
      1.010     -34.998      76.334      28.194     212.549     123.070     192.290
      1.020     -32.863      77.545      30.109     214.318     119.058     190.734
      1.030     -30.712      78.716      32.009     215.937     115.079     189.117
      1.040     -28.545      79.847      33.892     217.409     111.139     187.446
      1.050     -26.365      80.939      35.757     218.739     107.244     185.726
      1.060     -24.171      81.992      37.606     219.932     103.399     183.963
      1.070     -21.967      83.007      39.436     220.991      99.611     182.164
      1.080     -19.752      83.984      41.249     221.923      95.883     180.333
      1.090     -17.529      84.925      43.043     222.731      92.218     178.476
      1.100     -15.298      85.829      44.818     223.423      88.620     176.598
      1.110     -13.061      86.698      46.575     224.003      85.091     174.702
      1.120     -10.819      87.531      48.312     224.477      81.634     172.794
      1.130      -8.572      88.331      50.031     224.850      78.249     170.877
      1.140      -6.322      89.097      51.730     225.128      74.938     168.955
      1.150      -4.070      89.830      53.410     225.316      71.701     167.031
      1.160      -1.816      90.531      55.070     225.419      68.540     165.108
      1.170       0.438      91.201      56.712     225.443      65.453     163.189
      1.180       2.692      91.840      58.334     225.391      62.441     161.276
      1.190       4.946      92.450      59.938     225.269      59.503     159.371
      1.200       7.197      93.031      61.522     225.082      56.639     157.477
      1.210       9.447      93.583      63.087     224.833      53.848     155.596
      1.220      11.694      94.108      64.634     224.527      51.128     153.728
      1.230      13.937      94.606      66.162     224.167      48.479     151.876
      1.240      16.177      95.078      67.671     223.757      45.899     150.040
      1.250      18.412      95.524      69.163     223.301      43.386     148.221
      1.260      20.643      95.946      70.636     222.803      40.941     146.421
      1.270      22.868      96.344      72.091     222.264      38.560     144.640
      1.280      25.088      96.718      73.529     221.688      36.244     142.880
      1.290      27.302      97.069      74.949     221.079      33.989     141.139
      1.300      29.509      97.398      76.352     220.438      31.794     139.419
      1.310      31.710      97.705      77.737     219.768      29.659     137.721
      1.320      33.904      97.991      79.106     219.071      27.580     136.043
      1.330      36.092      98.257      80.458     218.349      25.558     134.388
      1.340      38.271      98.503      81.794     217.606      23.590     132.754
      1.350      40.444      98.729      83.114     216.841      21.674     131.142
      1.360      42.608      98.936      84.417     216.058      19.810     129.552
      1.370      44.765      99.125      85.705     215.257      17.996     127.984
      1.380      46.913      99.297      86.977     214.441      16.229     126.437
      1.390      49.053      99.450      88.234     213.611      14.510     124.913
      1.400      51.185      99.587      89.475     212.768      12.836     123.409
      1.410      53.309      99.707      90.702     211.913      11.206     121.927
      1.420      55.423      99.811      91.914     211.048       9.619     120.466
      1.430      57.530      99.900      93.111     210.174       8.073     119.026
      1.440      59.627      99.973      94.294     209.292       6.567     117.607
      1.450      61.715     100.031      95.464     208.402       5.101     116.208
      1.460      63.795     100.075      96.619     207.506       3.672     114.829
      1.470      65.865     100.105      97.760     206.604       2.280     113.470
      1.480      67.927     100.121      98.888     205.697       0.923     112.131
      1.490      69.979     100.124     100.003     204.787      -0.399     110.811
      1.500      72.023     100.113     101.105     203.873      -1.688     109.510
      1.510      74.057     100.090     102.193     202.956      -2.945     108.228
      1.520      76.082     100.054     103.269     202.037      -4.170     106.965
      1.530      78.098     100.007     104.333     201.116      -5.365     105.719
      1.540      80.104      99.947     105.384     200.194      -6.530     104.491
      1.550      82.101      99.876     106.423     199.271      -7.667     103.281
      1.560      84.089      99.794     107.449     198.348      -8.776     102.088
      1.570      86.068      99.701     108.464     197.425      -9.858     100.911
      1.580      88.038      99.597     109.468     196.503     -10.914      99.752
      1.590      89.998      99.483     110.459     195.581     -11.944      98.608
      1.600      91.950      99.358     111.440     194.661     -12.950      97.481
      1.610      93.892      99.224     112.409     193.742     -13.932      96.369
      1.620      95.824      99.080     113.367     192.825     -14.891      95.273
      1.630      97.748      98.926     114.315     191.909     -15.827      94.192
      1.640      99.663      98.763     115.251     190.996     -16.742      93.125
      1.650     101.568      98.591     116.177     190.085     -17.635      92.074
      1.660     103.464      98.411     117.093     189.176     -18.508      91.036
      1.670     105.352      98.221     117.998     188.271     -19.361      90.012
      1.680     107.230      98.024     118.893     187.368     -20.194      89.002
      1.690     109.099      97.817     119.778     186.468     -21.009      88.006
      1.700     110.959      97.603     120.653     185.572     -21.805      87.023
      1.710     112.810      97.381     121.519     184.679     -22.583      86.053
      1.720     114.653      97.152     122.374     183.789     -23.344      85.095
      1.730     116.486      96.915     123.221     182.903     -24.088      84.150
      1.740     118.311      96.670     124.057     182.020     -24.816      83.217
      1.750     120.127      96.418     124.885     181.142     -25.527      82.296
      1.760     121.934      96.160     125.703     180.266     -26.224      81.387
      1.770     123.732      95.894     126.513     179.395     -26.905      80.489
      1.780     125.522      95.622     127.313     178.528     -27.571      79.603
      1.790     127.303      95.343     128.105     177.665     -28.223      78.728
      1.800     129.075      95.057     128.888     176.805     -28.861      77.863
      1.810     130.839      94.766     129.662     175.950     -29.486      77.010
      1.820     132.594      94.468     130.428     175.099     -30.097      76.167
      1.830     134.341      94.164     131.186     174.252     -30.696      75.334
      1.840     136.079      93.854     131.935     173.409     -31.282      74.511
      1.850     137.809      93.538     132.676     172.570     -31.856      73.698
      1.860     139.530      93.217     133.409     171.736     -32.418      72.895
      1.870     141.244      92.890     134.134     170.906     -32.968      72.101
      1.880     142.949      92.557     134.851     170.080     -33.507      71.316
      1.890     144.645      92.220     135.560     169.258     -34.035      70.541
      1.900     146.334      91.877     136.262     168.440     -34.552      69.775
      1.910     148.014      91.529     136.956     167.627     -35.059      69.018
      1.920     149.686      91.176     137.642     166.818     -35.556      68.269
      1.930     151.351      90.818     138.321     166.013     -36.042      67.529
      1.940     153.007      90.455     138.993     165.212     -36.519      66.797
      1.950     154.655      90.087     139.657     164.416     -36.986      66.073
      1.960     156.295      89.715     140.314     163.624     -37.444      65.358
      1.970     157.927      89.338     140.964     162.836     -37.894      64.650
      1.980     159.552      88.957     141.607     162.052     -38.334      63.951
      1.990     161.168      88.572     142.243     161.272     -38.765      63.258
      2.000     162.777      88.182     142.873     160.496     -39.189      62.574
      2.010     164.378      87.788     143.495     159.725     -39.604      61.896
      2.020     165.972      87.390     144.111     158.958     -40.010      61.226
      2.030     167.557      86.988     144.720     158.194     -40.409      60.563
      2.040     169.136      86.582     145.322     157.435     -40.801      59.907
      2.050     170.706      86.172     145.918     156.680     -41.185      59.258
      2.060     172.269      85.758     146.507     155.929     -41.561      58.616
      2.070     173.825      85.341     147.090     155.181     -41.931      57.980
      2.080     175.373      84.920     147.667     154.438     -42.293      57.351
      2.090     176.914      84.495     148.237     153.699     -42.649      56.729
      2.100     178.447      84.067     148.801     152.964     -42.997      56.112
      2.110     179.973      83.635     149.359     152.232     -43.340      55.502
      2.120     181.492      83.200     149.911     151.505     -43.675      54.898
      2.130     183.003      82.762     150.457     150.781     -44.005      54.300
      2.140     184.507      82.320     150.997     150.061     -44.328      53.707
      2.150     186.004      81.875     151.532     149.345     -44.646      53.121
      2.160     187.494      81.427     152.060     148.632     -44.957      52.540
      2.170     188.977      80.976     152.582     147.923     -45.263      51.965
      2.180     190.453      80.522     153.099     147.218     -45.563      51.396
      2.190     191.921      80.065     153.610     146.517     -45.858      50.832
      2.200     193.383      79.605     154.116     145.819     -46.147      50.273
      2.210     194.838      79.142     154.616     145.125     -46.431      49.719
      2.220     196.285      78.676     155.110     144.434     -46.710      49.171
      2.230     197.726      78.208     155.599     143.747     -46.983      48.628
      2.240     199.160      77.736     156.083     143.063     -47.252      48.089
      2.250     200.588      77.263     156.561     142.383     -47.515      47.556
      2.260     202.008      76.786     157.034     141.707     -47.774      47.027
      2.270     203.422      76.307     157.502     141.033     -48.029      46.504
      2.280     204.829      75.826     157.964     140.363     -48.278      45.985
      2.290     206.229      75.342     158.421     139.697     -48.523      45.470
      2.300     207.623      74.855     158.874     139.034     -48.764      44.961
      2.310     209.010      74.366     159.321     138.374     -49.000      44.455
      2.320     210.390      73.875     159.763     137.717     -49.232      43.955
      2.330     211.764      73.382     160.200     137.064     -49.460      43.458
      2.340     213.131      72.886     160.632     136.414     -49.684      42.966
      2.350     214.492      72.388     161.059     135.767     -49.904      42.478
      2.360     215.847      71.888     161.481     135.123     -50.120      41.994
      2.370     217.195      71.386     161.899     134.482     -50.332      41.514
      2.380     218.536      70.881     162.312     133.844     -50.540      41.039
      2.390     219.872      70.375     162.720     133.210     -50.745      40.567
      2.400     221.201      69.866     163.123     132.578     -50.945      40.099
      2.410     222.523      69.356     163.522     131.950     -51.143      39.636
      2.420     223.840      68.844     163.916     131.324     -51.336      39.176
      2.430     225.150      68.329     164.305     130.701     -51.526      38.719
      2.440     226.454      67.813     164.690     130.082     -51.713      38.267
      2.450     227.751      67.295     165.071     129.465     -51.897      37.818
      2.460     229.043      66.775     165.447     128.851     -52.077      37.373
      2.470     230.329      66.254     165.818     128.240     -52.254      36.931
      2.480     231.608      65.730     166.185     127.632     -52.428      36.493
      2.490     232.881      65.205     166.548     127.026     -52.598      36.058
      2.500     234.148      64.678     166.906     126.424     -52.766      35.627
      2.510     235.410      64.150     167.261     125.824     -52.931      35.199
      2.520     236.665      63.620     167.610     125.226     -53.092      34.774
      2.530     237.914      63.088     167.956     124.632     -53.251      34.352
      2.540     239.158      62.555     168.297     124.040     -53.407      33.934
      2.550     240.395      62.020     168.635     123.451     -53.560      33.519
      2.560     241.627      61.483     168.968     122.864     -53.710      33.107
      2.570     242.852      60.946     169.297     122.280     -53.858      32.699
      2.580     244.072      60.406     169.622     121.698     -54.003      32.293
      2.590     245.286      59.865     169.943     121.119     -54.145      31.890
      2.600     246.495      59.323     170.260     120.543     -54.285      31.491
      2.610     247.697      58.780     170.573     119.969     -54.422      31.094
      2.620     248.894      58.235     170.882     119.397     -54.557      30.700
      2.630     250.085      57.689     171.187     118.828     -54.689      30.309
      2.640     251.271      57.141     171.488     118.262     -54.819      29.921
      2.650     252.450      56.592     171.785     117.697     -54.946      29.535
      2.660     253.624      56.042     172.078     117.135     -55.071      29.153
      2.670     254.793      55.491     172.368     116.576     -55.194      28.773
      2.680     255.956      54.938     172.654     116.019     -55.314      28.395
      2.690     257.113      54.385     172.936     115.464     -55.433      28.021
      2.700     258.265      53.830     173.214     114.911     -55.549      27.649
      2.710     259.412      53.274     173.489     114.361     -55.662      27.279
      2.720     260.553      52.716     173.760     113.813     -55.774      26.912
      2.730     261.688      52.158     174.027     113.267     -55.884      26.548
      2.740     262.818      51.599     174.291     112.723     -55.991      26.186
      2.750     263.942      51.038     174.551     112.181     -56.097      25.827
      2.760     265.062      50.477     174.807     111.642     -56.200      25.470
      2.770     266.175      49.914     175.060     111.105     -56.302      25.115
      2.780     267.284      49.351     175.310     110.570     -56.401      24.763
      2.790     268.387      48.786     175.556     110.037     -56.499      24.413
      2.800     269.484      48.221     175.798     109.506     -56.595      24.065
      2.810     270.577      47.654     176.037     108.977     -56.689      23.720
      2.820     271.664      47.087     176.272     108.450     -56.781      23.377
      2.830     272.746      46.519     176.505     107.925     -56.871      23.036
      2.840     273.822      45.950     176.733     107.402     -56.960      22.698
      2.850     274.894      45.380     176.959     106.882     -57.046      22.361
      2.860     275.960      44.809     177.180     106.363     -57.131      22.027
      2.870     277.021      44.237     177.399     105.846     -57.214      21.695
      2.880     278.077      43.665     177.614     105.331     -57.296      21.365
      2.890     279.128      43.091     177.826     104.818     -57.376      21.037
      2.900     280.173      42.517     178.035     104.307     -57.454      20.711
      2.910     281.214      41.942     178.241     103.797     -57.531      20.387
      2.920     282.249      41.366     178.443     103.290     -57.606      20.065
      2.930     283.280      40.790     178.642     102.784     -57.679      19.745
      2.940     284.305      40.213     178.838     102.281     -57.751      19.427
      2.950     285.325      39.635     179.030     101.779     -57.821      19.111
      2.960     286.341      39.056     179.220     101.278     -57.890      18.797
      2.970     287.351      38.477     179.406     100.780     -57.958      18.485
      2.980     288.356      37.897     179.590     100.283     -58.024      18.174
      2.990     289.357      37.317     179.770      99.788     -58.088      17.866
      3.000     290.352      36.736     179.947      99.295     -58.151      17.559
      3.010     291.342      36.154     180.121      98.804     -58.213      17.254
      3.020     292.328      35.571     180.292      98.314     -58.273      16.951
      3.030     293.309      34.988     180.460      97.826     -58.332      16.650
      3.040     294.285      34.405     180.625      97.340     -58.389      16.350
      3.050     295.256      33.820     180.787      96.855     -58.445      16.052
      3.060     296.222      33.236     180.946      96.372     -58.500      15.756
      3.070     297.183      32.650     181.102      95.890     -58.553      15.462
      3.080     298.140      32.065     181.255      95.410     -58.605      15.169
      3.090     299.091      31.478     181.406      94.932     -58.656      14.878
      3.100     300.038      30.892     181.553      94.455     -58.706      14.589
      3.110     300.980      30.304     181.697      93.980     -58.754      14.301
      3.120     301.918      29.716     181.839      93.506     -58.802      14.015
      3.130     302.850      29.128     181.978      93.034     -58.847      13.730
      3.140     303.778      28.540     182.114      92.564     -58.892      13.447
      3.150     304.702      27.950     182.247      92.095     -58.936      13.166
      3.160     305.620      27.361     182.377      91.627     -58.978      12.886
      3.170     306.534      26.771     182.504      91.161     -59.019      12.607
      3.180     307.444      26.180     182.629      90.696     -59.059      12.330
      3.190     308.348      25.590     182.751      90.233     -59.098      12.055
      3.200     309.248      24.998     182.870      89.771     -59.136      11.781
      3.210     310.144      24.407     182.987      89.311     -59.173      11.509
      3.220     311.034      23.815     183.100      88.852     -59.209      11.238
      3.230     311.921      23.223     183.211      88.395     -59.243      10.968
      3.240     312.802      22.630     183.320      87.939     -59.277      10.700
      3.250     313.680      22.037     183.425      87.484     -59.309      10.433
      3.260     314.552      21.444     183.528      87.031     -59.340      10.168
      3.270     315.420      20.850     183.629      86.579     -59.371       9.904
      3.280     316.284      20.257     183.726      86.128     -59.400       9.641
      3.290     317.143      19.662     183.822      85.679     -59.428       9.380
      3.300     317.997      19.068     183.914      85.231     -59.456       9.120
      3.310     318.847      18.473     184.004      84.784     -59.482       8.861
      3.320     319.693      17.878     184.091      84.338     -59.507       8.604
      3.330     320.534      17.283     184.176      83.894     -59.532       8.348
      3.340     321.371      16.688     184.258      83.451     -59.555       8.093
      3.350     322.203      16.092     184.338      83.010     -59.578       7.840
      3.360     323.031      15.496     184.415      82.570     -59.599       7.588
      3.370     323.855      14.900     184.490      82.130     -59.620       7.337
      3.380     324.674      14.304     184.562      81.693     -59.640       7.087
      3.390     325.488      13.707     184.631      81.256     -59.658       6.839
      3.400     326.299      13.111     184.699      80.820     -59.676       6.592
      3.410     327.105      12.514     184.763      80.386     -59.693       6.346
      3.420     327.906      11.917     184.826      79.953     -59.709       6.101
      3.430     328.704      11.320     184.885      79.521     -59.725       5.857
      3.440     329.497      10.722     184.943      79.091     -59.739       5.614
      3.450     330.286      10.125     184.998      78.661     -59.753       5.373
      3.460     331.070       9.527     185.050      78.233     -59.765       5.133
      3.470     331.850       8.930     185.100      77.805     -59.777       4.894
      3.480     332.626       8.332     185.148      77.379     -59.788       4.656
      3.490     333.398       7.734     185.193      76.954     -59.799       4.419
      3.500     334.165       7.136     185.236      76.530     -59.808       4.183
      3.510     334.929       6.538     185.277      76.107     -59.817       3.949
      3.520     335.687       5.939     185.315      75.686     -59.825       3.715
      3.530     336.442       5.341     185.351      75.265     -59.832       3.483
      3.540     337.193       4.743     185.385      74.845     -59.838       3.251
      3.550     337.939       4.144     185.416      74.427     -59.843       3.021
      3.560     338.681       3.546     185.446      74.009     -59.848       2.792
      3.570     339.419       2.947     185.472      73.593     -59.852       2.563
      3.580     340.153       2.349     185.497      73.177     -59.855       2.336
      3.590     340.883       1.750     185.519      72.763     -59.858       2.110
      3.600     341.608       1.152     185.539      72.350     -59.860       1.885
      3.610     342.330       0.553     185.557      71.937     -59.861       1.661
      3.620     343.047      -0.045     185.572      71.526     -59.861       1.437
      3.630     343.760      -0.644     185.585      71.115     -59.861       1.215
      3.640     344.470      -1.243     185.597      70.706     -59.859       0.994
      3.650     345.175      -1.841     185.605      70.297     -59.858       0.774
      3.660     345.875      -2.440     185.612      69.890     -59.855       0.554
      3.670     346.572      -3.038     185.616      69.483     -59.852       0.336
      3.680     347.265      -3.637     185.619      69.078     -59.848       0.118
      3.690     347.954      -4.235     185.619      68.673     -59.843      -0.098
      3.700     348.639      -4.834     185.617      68.270     -59.838      -0.314
      3.710     349.319      -5.432     185.613      67.867     -59.832      -0.528
